creationDate,startDate,endDate
2024-07-10 08:11:09 -0500,2024-07-10 06:31:06 -0500,2024-07-10 06:33:36 -0500
2024-07-10 08:11:09 -0500,2024-07-10 06:24:06 -0500,2024-07-10 06:33:36 -0500
2024-07-10 08:11:09 -0500,2024-07-10 06:33:36 -0500,2024-07-10 06:34:36 -0500
2024-07-10 08:11:09 -0500,2024-07-10 06:34:36 -0500,2024-07-10 06:40:36 -0500
2024-07-10 08:11:09 -0500,2024-07-10 06:34:36 -0500,2024-07-10 06:40:36 -0500
2024-07-10 06:55:03 -0500,2024-07-09 23:56:56 -0500,2024-07-10 06:43:01 -0500
2024-07-10 06:55:03 -0500,2024-07-10 06:43:03 -0500,2024-07-10 06:43:24 -0500
2024-07-10 08:11:09 -0500,2024-07-10 06:40:36 -0500,2024-07-10 06:45:06 -0500
2024-07-10 06:55:03 -0500,2024-07-10 06:43:59 -0500,2024-07-10 06:55:02 -0500
2024-07-10 08:11:09 -0500,2024-07-10 06:45:06 -0500,2024-07-10 06:59:06 -0500
2024-07-10 08:11:09 -0500,2024-07-10 06:45:06 -0500,2024-07-10 06:59:06 -0500
2024-07-10 08:11:09 -0500,2024-07-10 06:59:06 -0500,2024-07-10 07:00:06 -0500
2024-07-10 08:11:09 -0500,2024-07-10 07:00:06 -0500,2024-07-10 07:13:36 -0500
2024-07-10 08:11:09 -0500,2024-07-10 07:00:06 -0500,2024-07-10 07:13:36 -0500
2024-07-11 06:55:00 -0500,2024-07-10 21:22:35 -0500,2024-07-10 21:23:35 -0500
2024-07-11 06:55:00 -0500,2024-07-10 21:37:38 -0500,2024-07-10 21:37:56 -0500
2024-07-11 06:55:00 -0500,2024-07-10 21:44:11 -0500,2024-07-10 21:44:44 -0500
2024-07-11 06:55:00 -0500,2024-07-10 21:50:56 -0500,2024-07-10 21:51:02 -0500
2024-07-11 06:55:00 -0500,2024-07-10 21:51:18 -0500,2024-07-10 21:51:35 -0500
2024-07-11 06:55:00 -0500,2024-07-10 21:52:08 -0500,2024-07-10 21:52:20 -0500
2024-07-11 06:55:00 -0500,2024-07-10 22:02:23 -0500,2024-07-10 22:02:24 -0500
2024-07-11 06:55:00 -0500,2024-07-10 22:23:55 -0500,2024-07-10 22:33:09 -0500
2024-07-11 06:55:00 -0500,2024-07-10 22:36:36 -0500,2024-07-10 22:38:20 -0500
2024-07-11 06:55:00 -0500,2024-07-10 22:38:56 -0500,2024-07-10 22:38:57 -0500
2024-07-11 07:34:51 -0500,2024-07-10 22:54:09 -0500,2024-07-10 23:18:09 -0500
2024-07-11 07:34:51 -0500,2024-07-10 23:18:09 -0500,2024-07-10 23:44:09 -0500
2024-07-11 07:34:51 -0500,2024-07-10 23:44:09 -0500,2024-07-10 23:51:09 -0500
2024-07-11 07:34:51 -0500,2024-07-10 23:51:09 -0500,2024-07-11 00:09:09 -0500
2024-07-11 07:34:51 -0500,2024-07-11 00:09:09 -0500,2024-07-11 00:27:39 -0500
2024-07-11 07:34:51 -0500,2024-07-11 00:27:39 -0500,2024-07-11 00:29:39 -0500
2024-07-11 07:34:51 -0500,2024-07-11 00:29:39 -0500,2024-07-11 00:45:09 -0500
2024-07-11 07:34:51 -0500,2024-07-11 00:45:09 -0500,2024-07-11 01:01:09 -0500
2024-07-11 07:34:51 -0500,2024-07-11 01:01:09 -0500,2024-07-11 01:01:39 -0500
2024-07-11 07:34:51 -0500,2024-07-10 22:54:09 -0500,2024-07-11 01:01:39 -0500
2024-07-11 07:34:51 -0500,2024-07-11 01:01:39 -0500,2024-07-11 01:02:09 -0500
2024-07-11 07:34:51 -0500,2024-07-11 01:02:09 -0500,2024-07-11 01:44:09 -0500
2024-07-11 07:34:51 -0500,2024-07-11 01:02:09 -0500,2024-07-11 01:44:09 -0500
2024-07-11 07:34:51 -0500,2024-07-11 01:44:09 -0500,2024-07-11 01:44:39 -0500
2024-07-11 07:34:51 -0500,2024-07-11 01:44:39 -0500,2024-07-11 02:06:09 -0500
2024-07-11 07:34:51 -0500,2024-07-11 01:44:39 -0500,2024-07-11 02:06:09 -0500
2024-07-11 07:34:51 -0500,2024-07-11 02:06:09 -0500,2024-07-11 02:06:39 -0500
2024-07-11 07:34:51 -0500,2024-07-11 02:06:39 -0500,2024-07-11 03:22:39 -0500
2024-07-11 06:55:00 -0500,2024-07-10 23:43:41 -0500,2024-07-11 03:46:24 -0500
2024-07-11 07:34:51 -0500,2024-07-11 03:22:39 -0500,2024-07-11 03:46:39 -0500
2024-07-11 07:34:51 -0500,2024-07-11 02:06:39 -0500,2024-07-11 03:46:39 -0500
2024-07-11 06:55:00 -0500,2024-07-11 03:46:38 -0500,2024-07-11 03:49:48 -0500
2024-07-11 07:34:51 -0500,2024-07-11 03:46:39 -0500,2024-07-11 03:50:39 -0500
2024-07-11 07:34:51 -0500,2024-07-11 03:50:39 -0500,2024-07-11 03:52:39 -0500
2024-07-11 07:34:51 -0500,2024-07-11 03:50:39 -0500,2024-07-11 03:52:39 -0500
2024-07-11 06:55:00 -0500,2024-07-11 03:49:59 -0500,2024-07-11 04:00:31 -0500
2024-07-11 06:55:00 -0500,2024-07-11 04:00:35 -0500,2024-07-11 04:00:43 -0500
2024-07-11 06:55:00 -0500,2024-07-11 04:01:03 -0500,2024-07-11 04:01:12 -0500
2024-07-11 07:34:51 -0500,2024-07-11 03:52:39 -0500,2024-07-11 04:27:09 -0500
2024-07-11 07:34:51 -0500,2024-07-11 04:27:09 -0500,2024-07-11 04:32:39 -0500
2024-07-11 07:34:51 -0500,2024-07-11 04:27:09 -0500,2024-07-11 04:32:39 -0500
2024-07-11 07:34:51 -0500,2024-07-11 04:32:39 -0500,2024-07-11 04:33:39 -0500
2024-07-11 07:34:51 -0500,2024-07-11 04:33:39 -0500,2024-07-11 05:24:09 -0500
2024-07-11 07:34:51 -0500,2024-07-11 05:24:09 -0500,2024-07-11 05:29:39 -0500
2024-07-11 07:34:51 -0500,2024-07-11 05:29:39 -0500,2024-07-11 05:30:09 -0500
2024-07-11 07:34:51 -0500,2024-07-11 04:33:39 -0500,2024-07-11 05:30:09 -0500
2024-07-11 07:34:51 -0500,2024-07-11 05:30:09 -0500,2024-07-11 05:30:39 -0500
2024-07-11 07:34:51 -0500,2024-07-11 05:30:39 -0500,2024-07-11 05:48:39 -0500
2024-07-11 07:34:51 -0500,2024-07-11 05:48:39 -0500,2024-07-11 06:32:09 -0500
2024-07-11 07:34:51 -0500,2024-07-11 06:32:09 -0500,2024-07-11 06:53:39 -0500
2024-07-11 07:34:51 -0500,2024-07-11 05:30:39 -0500,2024-07-11 06:53:39 -0500
2024-07-11 06:55:00 -0500,2024-07-11 04:01:26 -0500,2024-07-11 06:55:00 -0500
2024-07-12 06:55:00 -0500,2024-07-11 21:15:41 -0500,2024-07-11 21:15:43 -0500
2024-07-12 06:55:00 -0500,2024-07-11 21:52:15 -0500,2024-07-11 21:52:33 -0500
2024-07-12 06:55:00 -0500,2024-07-11 21:52:36 -0500,2024-07-11 21:52:37 -0500
2024-07-12 06:55:00 -0500,2024-07-11 21:55:12 -0500,2024-07-11 21:55:38 -0500
2024-07-12 06:55:00 -0500,2024-07-12 00:27:48 -0500,2024-07-12 00:27:50 -0500
2024-07-12 06:55:00 -0500,2024-07-12 00:27:53 -0500,2024-07-12 00:27:55 -0500
2024-07-12 06:55:00 -0500,2024-07-12 00:32:55 -0500,2024-07-12 00:32:56 -0500
2024-07-12 07:23:26 -0500,2024-07-12 00:38:04 -0500,2024-07-12 00:42:04 -0500
2024-07-12 07:23:26 -0500,2024-07-12 00:38:04 -0500,2024-07-12 00:42:04 -0500
2024-07-12 07:23:26 -0500,2024-07-12 00:42:04 -0500,2024-07-12 00:44:34 -0500
2024-07-12 07:23:26 -0500,2024-07-12 00:44:34 -0500,2024-07-12 00:52:34 -0500
2024-07-12 07:23:26 -0500,2024-07-12 00:44:34 -0500,2024-07-12 00:52:34 -0500
2024-07-12 06:55:00 -0500,2024-07-12 00:33:06 -0500,2024-07-12 00:53:57 -0500
2024-07-12 07:23:26 -0500,2024-07-12 00:52:34 -0500,2024-07-12 00:54:04 -0500
2024-07-12 06:55:00 -0500,2024-07-12 00:54:24 -0500,2024-07-12 00:57:33 -0500
2024-07-12 07:23:26 -0500,2024-07-12 00:54:04 -0500,2024-07-12 00:59:34 -0500
2024-07-12 07:23:26 -0500,2024-07-12 00:54:04 -0500,2024-07-12 00:59:34 -0500
2024-07-12 07:23:26 -0500,2024-07-12 00:59:34 -0500,2024-07-12 01:00:34 -0500
2024-07-12 07:23:26 -0500,2024-07-12 01:00:34 -0500,2024-07-12 01:29:04 -0500
2024-07-12 07:23:26 -0500,2024-07-12 01:29:04 -0500,2024-07-12 01:56:04 -0500
2024-07-12 07:23:26 -0500,2024-07-12 01:56:04 -0500,2024-07-12 01:57:34 -0500
2024-07-12 07:23:26 -0500,2024-07-12 01:00:34 -0500,2024-07-12 01:57:34 -0500
2024-07-12 07:23:26 -0500,2024-07-12 01:57:34 -0500,2024-07-12 02:00:04 -0500
2024-07-12 07:23:26 -0500,2024-07-12 02:00:04 -0500,2024-07-12 02:29:34 -0500
2024-07-12 07:23:26 -0500,2024-07-12 02:29:34 -0500,2024-07-12 02:37:04 -0500
2024-07-12 07:23:26 -0500,2024-07-12 02:37:04 -0500,2024-07-12 02:38:34 -0500
2024-07-12 07:23:26 -0500,2024-07-12 02:00:04 -0500,2024-07-12 02:38:34 -0500
2024-07-12 07:23:26 -0500,2024-07-12 02:38:34 -0500,2024-07-12 02:39:34 -0500
2024-07-12 07:23:26 -0500,2024-07-12 02:39:34 -0500,2024-07-12 02:46:04 -0500
2024-07-12 07:23:26 -0500,2024-07-12 02:46:04 -0500,2024-07-12 03:10:34 -0500
2024-07-12 07:23:26 -0500,2024-07-12 03:10:34 -0500,2024-07-12 03:31:04 -0500
2024-07-12 07:23:26 -0500,2024-07-12 03:31:04 -0500,2024-07-12 03:39:04 -0500
2024-07-12 07:23:26 -0500,2024-07-12 03:39:04 -0500,2024-07-12 04:23:34 -0500
2024-07-12 07:23:26 -0500,2024-07-12 04:23:34 -0500,2024-07-12 05:10:04 -0500
2024-07-12 07:23:26 -0500,2024-07-12 05:10:04 -0500,2024-07-12 06:25:04 -0500
2024-07-12 07:23:26 -0500,2024-07-12 06:25:04 -0500,2024-07-12 06:54:34 -0500
2024-07-12 07:23:26 -0500,2024-07-12 02:39:34 -0500,2024-07-12 06:54:34 -0500
2024-07-12 06:55:00 -0500,2024-07-12 01:01:00 -0500,2024-07-12 06:55:00 -0500
2024-07-13 05:59:44 -0500,2024-07-12 21:55:15 -0500,2024-07-12 21:55:16 -0500
2024-07-13 05:59:44 -0500,2024-07-12 22:24:30 -0500,2024-07-12 22:24:32 -0500
2024-07-13 05:59:44 -0500,2024-07-12 22:30:45 -0500,2024-07-12 22:30:47 -0500
2024-07-13 05:59:44 -0500,2024-07-12 22:32:05 -0500,2024-07-12 22:32:06 -0500
2024-07-13 05:59:44 -0500,2024-07-12 22:42:51 -0500,2024-07-12 22:44:51 -0500
2024-07-13 05:59:44 -0500,2024-07-12 23:02:21 -0500,2024-07-12 23:02:24 -0500
2024-07-13 05:59:44 -0500,2024-07-12 23:02:26 -0500,2024-07-12 23:02:27 -0500
2024-07-13 05:59:44 -0500,2024-07-12 23:13:50 -0500,2024-07-12 23:13:51 -0500
2024-07-13 05:59:44 -0500,2024-07-12 23:15:07 -0500,2024-07-12 23:18:25 -0500
2024-07-13 05:59:44 -0500,2024-07-12 23:18:54 -0500,2024-07-12 23:21:31 -0500
2024-07-13 05:59:44 -0500,2024-07-13 00:16:43 -0500,2024-07-13 00:17:33 -0500
2024-07-13 05:59:44 -0500,2024-07-13 00:17:36 -0500,2024-07-13 00:19:07 -0500
2024-07-13 05:59:44 -0500,2024-07-13 00:19:09 -0500,2024-07-13 00:19:10 -0500
2024-07-13 05:59:44 -0500,2024-07-13 00:19:26 -0500,2024-07-13 00:23:38 -0500
2024-07-13 05:59:46 -0500,2024-07-13 00:30:43 -0500,2024-07-13 00:45:43 -0500
2024-07-13 05:59:46 -0500,2024-07-13 00:45:43 -0500,2024-07-13 01:22:43 -0500
2024-07-13 05:59:46 -0500,2024-07-13 00:30:43 -0500,2024-07-13 01:22:43 -0500
2024-07-13 05:59:46 -0500,2024-07-13 01:22:43 -0500,2024-07-13 01:23:43 -0500
2024-07-13 05:59:46 -0500,2024-07-13 01:23:43 -0500,2024-07-13 01:57:13 -0500
2024-07-13 05:59:46 -0500,2024-07-13 01:57:13 -0500,2024-07-13 02:02:43 -0500
2024-07-13 05:59:46 -0500,2024-07-13 02:02:43 -0500,2024-07-13 02:03:13 -0500
2024-07-13 05:59:46 -0500,2024-07-13 01:23:43 -0500,2024-07-13 02:03:13 -0500
2024-07-13 05:59:46 -0500,2024-07-13 02:03:13 -0500,2024-07-13 02:04:43 -0500
2024-07-13 05:59:46 -0500,2024-07-13 02:04:43 -0500,2024-07-13 02:11:13 -0500
2024-07-13 05:59:46 -0500,2024-07-13 02:11:13 -0500,2024-07-13 02:34:13 -0500
2024-07-13 05:59:46 -0500,2024-07-13 02:34:13 -0500,2024-07-13 04:11:13 -0500
2024-07-13 05:59:46 -0500,2024-07-13 04:11:13 -0500,2024-07-13 04:55:43 -0500
2024-07-13 05:59:46 -0500,2024-07-13 02:04:43 -0500,2024-07-13 04:55:43 -0500
2024-07-13 05:59:46 -0500,2024-07-13 04:55:43 -0500,2024-07-13 04:59:13 -0500
2024-07-13 05:59:46 -0500,2024-07-13 04:59:13 -0500,2024-07-13 05:01:43 -0500
2024-07-13 05:59:46 -0500,2024-07-13 04:59:13 -0500,2024-07-13 05:01:43 -0500
2024-07-13 05:59:44 -0500,2024-07-13 00:24:39 -0500,2024-07-13 05:02:57 -0500
2024-07-13 05:59:44 -0500,2024-07-13 05:03:02 -0500,2024-07-13 05:03:18 -0500
2024-07-13 05:59:44 -0500,2024-07-13 05:03:56 -0500,2024-07-13 05:06:19 -0500
2024-07-13 05:59:44 -0500,2024-07-13 05:06:41 -0500,2024-07-13 05:20:44 -0500
2024-07-13 05:59:44 -0500,2024-07-13 05:21:18 -0500,2024-07-13 05:34:15 -0500
2024-07-13 05:59:44 -0500,2024-07-13 05:34:20 -0500,2024-07-13 05:41:58 -0500
2024-07-13 05:59:44 -0500,2024-07-13 05:56:43 -0500,2024-07-13 05:57:12 -0500
2024-07-13 05:59:44 -0500,2024-07-13 05:57:21 -0500,2024-07-13 05:57:47 -0500
2024-07-13 05:59:44 -0500,2024-07-13 05:58:01 -0500,2024-07-13 05:58:02 -0500
2024-07-14 08:27:39 -0500,2024-07-13 21:28:42 -0500,2024-07-13 21:31:56 -0500
2024-07-14 08:27:39 -0500,2024-07-13 21:32:11 -0500,2024-07-13 21:32:12 -0500
2024-07-14 08:27:39 -0500,2024-07-13 21:32:46 -0500,2024-07-13 21:32:57 -0500
2024-07-14 08:27:39 -0500,2024-07-13 21:37:21 -0500,2024-07-13 21:38:21 -0500
2024-07-14 08:35:36 -0500,2024-07-13 21:53:27 -0500,2024-07-13 22:09:27 -0500
2024-07-14 08:35:36 -0500,2024-07-13 22:09:27 -0500,2024-07-13 22:21:57 -0500
2024-07-14 08:35:36 -0500,2024-07-13 22:21:57 -0500,2024-07-13 22:24:57 -0500
2024-07-14 08:35:36 -0500,2024-07-13 22:24:57 -0500,2024-07-13 22:42:27 -0500
2024-07-14 08:35:36 -0500,2024-07-13 21:53:27 -0500,2024-07-13 22:42:27 -0500
2024-07-14 08:35:36 -0500,2024-07-13 22:42:27 -0500,2024-07-13 22:43:57 -0500
2024-07-14 08:35:36 -0500,2024-07-13 22:43:57 -0500,2024-07-13 23:02:57 -0500
2024-07-14 08:35:36 -0500,2024-07-13 23:02:57 -0500,2024-07-13 23:10:57 -0500
2024-07-14 08:35:36 -0500,2024-07-13 22:43:57 -0500,2024-07-13 23:10:57 -0500
2024-07-14 08:35:36 -0500,2024-07-13 23:10:57 -0500,2024-07-13 23:11:57 -0500
2024-07-14 08:35:36 -0500,2024-07-13 23:11:57 -0500,2024-07-13 23:25:27 -0500
2024-07-14 08:35:36 -0500,2024-07-13 23:11:57 -0500,2024-07-13 23:25:27 -0500
2024-07-14 08:35:36 -0500,2024-07-13 23:25:27 -0500,2024-07-13 23:26:27 -0500
2024-07-14 08:35:36 -0500,2024-07-13 23:26:27 -0500,2024-07-14 00:11:27 -0500
2024-07-14 08:35:36 -0500,2024-07-14 00:11:27 -0500,2024-07-14 00:22:27 -0500
2024-07-14 08:35:36 -0500,2024-07-14 00:22:27 -0500,2024-07-14 00:23:57 -0500
2024-07-14 08:35:36 -0500,2024-07-14 00:23:57 -0500,2024-07-14 00:59:57 -0500
2024-07-14 08:35:36 -0500,2024-07-14 00:59:57 -0500,2024-07-14 01:31:27 -0500
2024-07-14 08:35:36 -0500,2024-07-14 01:31:27 -0500,2024-07-14 01:36:27 -0500
2024-07-14 08:35:36 -0500,2024-07-14 01:36:27 -0500,2024-07-14 01:37:27 -0500
2024-07-14 08:35:36 -0500,2024-07-13 23:26:27 -0500,2024-07-14 01:37:27 -0500
2024-07-14 08:35:36 -0500,2024-07-14 01:37:27 -0500,2024-07-14 01:38:57 -0500
2024-07-14 08:27:39 -0500,2024-07-13 21:42:50 -0500,2024-07-14 01:51:40 -0500
2024-07-14 08:35:36 -0500,2024-07-14 01:38:57 -0500,2024-07-14 02:29:27 -0500
2024-07-14 08:35:36 -0500,2024-07-14 02:29:27 -0500,2024-07-14 03:07:27 -0500
2024-07-14 08:35:36 -0500,2024-07-14 03:07:27 -0500,2024-07-14 03:44:27 -0500
2024-07-14 08:35:36 -0500,2024-07-14 01:38:57 -0500,2024-07-14 03:44:27 -0500
2024-07-14 08:35:36 -0500,2024-07-14 03:44:27 -0500,2024-07-14 03:45:57 -0500
2024-07-14 08:35:36 -0500,2024-07-14 03:45:57 -0500,2024-07-14 04:18:27 -0500
2024-07-14 08:35:36 -0500,2024-07-14 03:45:57 -0500,2024-07-14 04:18:27 -0500
2024-07-14 08:35:36 -0500,2024-07-14 04:18:27 -0500,2024-07-14 04:41:57 -0500
2024-07-14 08:35:36 -0500,2024-07-14 04:41:57 -0500,2024-07-14 04:47:27 -0500
2024-07-14 08:35:36 -0500,2024-07-14 04:47:27 -0500,2024-07-14 05:30:57 -0500
2024-07-14 08:35:36 -0500,2024-07-14 05:30:57 -0500,2024-07-14 06:21:27 -0500
2024-07-14 08:35:36 -0500,2024-07-14 06:21:27 -0500,2024-07-14 07:14:57 -0500
2024-07-14 08:35:36 -0500,2024-07-14 07:14:57 -0500,2024-07-14 07:28:57 -0500
2024-07-14 08:35:36 -0500,2024-07-14 04:41:57 -0500,2024-07-14 07:28:57 -0500
2024-07-15 06:55:01 -0500,2024-07-14 22:23:20 -0500,2024-07-14 22:23:22 -0500
2024-07-15 06:55:01 -0500,2024-07-14 22:32:57 -0500,2024-07-15 06:55:00 -0500
2024-07-16 06:55:00 -0500,2024-07-15 21:38:16 -0500,2024-07-15 21:38:17 -0500
2024-07-16 06:55:00 -0500,2024-07-15 21:39:53 -0500,2024-07-15 21:39:54 -0500
2024-07-16 06:55:00 -0500,2024-07-15 21:39:58 -0500,2024-07-15 21:39:59 -0500
2024-07-16 06:55:00 -0500,2024-07-15 21:47:13 -0500,2024-07-15 21:47:37 -0500
2024-07-16 06:55:00 -0500,2024-07-15 21:48:19 -0500,2024-07-15 21:49:58 -0500
2024-07-16 06:55:00 -0500,2024-07-15 22:15:08 -0500,2024-07-15 22:15:11 -0500
2024-07-16 06:55:00 -0500,2024-07-15 23:00:28 -0500,2024-07-15 23:03:20 -0500
2024-07-16 06:55:00 -0500,2024-07-15 23:04:04 -0500,2024-07-15 23:04:11 -0500
2024-07-16 06:55:00 -0500,2024-07-15 23:05:29 -0500,2024-07-15 23:06:13 -0500
2024-07-16 06:55:00 -0500,2024-07-15 23:06:41 -0500,2024-07-15 23:15:07 -0500
2024-07-16 08:14:29 -0500,2024-07-15 23:20:17 -0500,2024-07-15 23:22:17 -0500
2024-07-16 08:14:29 -0500,2024-07-15 23:20:17 -0500,2024-07-15 23:22:17 -0500
2024-07-16 08:14:29 -0500,2024-07-15 23:22:17 -0500,2024-07-15 23:24:17 -0500
2024-07-16 08:14:29 -0500,2024-07-15 23:24:17 -0500,2024-07-15 23:41:17 -0500
2024-07-16 08:14:29 -0500,2024-07-15 23:41:17 -0500,2024-07-16 00:03:47 -0500
2024-07-16 08:14:29 -0500,2024-07-16 00:03:47 -0500,2024-07-16 00:59:17 -0500
2024-07-16 08:14:29 -0500,2024-07-15 23:24:17 -0500,2024-07-16 00:59:17 -0500
2024-07-16 08:14:29 -0500,2024-07-16 00:59:17 -0500,2024-07-16 01:00:47 -0500
2024-07-16 08:14:29 -0500,2024-07-16 01:00:47 -0500,2024-07-16 01:02:17 -0500
2024-07-16 08:14:29 -0500,2024-07-16 01:00:47 -0500,2024-07-16 01:02:17 -0500
2024-07-16 08:14:29 -0500,2024-07-16 01:02:17 -0500,2024-07-16 01:02:47 -0500
2024-07-16 08:14:29 -0500,2024-07-16 01:02:47 -0500,2024-07-16 02:19:47 -0500
2024-07-16 08:14:29 -0500,2024-07-16 02:19:47 -0500,2024-07-16 02:21:17 -0500
2024-07-16 08:14:29 -0500,2024-07-16 02:21:17 -0500,2024-07-16 02:22:47 -0500
2024-07-16 08:14:29 -0500,2024-07-16 01:02:47 -0500,2024-07-16 02:22:47 -0500
2024-07-16 08:14:29 -0500,2024-07-16 02:22:47 -0500,2024-07-16 02:24:17 -0500
2024-07-16 08:14:29 -0500,2024-07-16 02:24:17 -0500,2024-07-16 02:32:47 -0500
2024-07-16 08:14:29 -0500,2024-07-16 02:32:47 -0500,2024-07-16 02:52:17 -0500
2024-07-16 08:14:29 -0500,2024-07-16 02:52:17 -0500,2024-07-16 03:39:47 -0500
2024-07-16 08:14:29 -0500,2024-07-16 02:24:17 -0500,2024-07-16 03:39:47 -0500
2024-07-16 08:14:29 -0500,2024-07-16 03:39:47 -0500,2024-07-16 03:44:47 -0500
2024-07-16 08:14:29 -0500,2024-07-16 03:44:47 -0500,2024-07-16 04:56:47 -0500
2024-07-16 08:14:29 -0500,2024-07-16 04:56:47 -0500,2024-07-16 06:00:47 -0500
2024-07-16 08:14:29 -0500,2024-07-16 06:00:47 -0500,2024-07-16 06:33:47 -0500
2024-07-16 08:14:29 -0500,2024-07-16 03:44:47 -0500,2024-07-16 06:33:47 -0500
2024-07-16 06:55:00 -0500,2024-07-15 23:16:17 -0500,2024-07-16 06:34:28 -0500
2024-07-16 08:14:29 -0500,2024-07-16 06:33:47 -0500,2024-07-16 06:51:47 -0500
2024-07-16 08:14:29 -0500,2024-07-16 06:51:47 -0500,2024-07-16 06:53:17 -0500
2024-07-16 08:14:29 -0500,2024-07-16 06:51:47 -0500,2024-07-16 06:53:17 -0500
2024-07-16 06:55:00 -0500,2024-07-16 06:35:16 -0500,2024-07-16 06:55:00 -0500
2024-07-16 08:14:29 -0500,2024-07-16 06:53:17 -0500,2024-07-16 07:19:47 -0500
2024-07-16 08:14:29 -0500,2024-07-16 07:19:47 -0500,2024-07-16 07:23:17 -0500
2024-07-16 08:14:29 -0500,2024-07-16 07:19:47 -0500,2024-07-16 07:23:17 -0500
2024-07-16 08:14:29 -0500,2024-07-16 07:23:17 -0500,2024-07-16 07:24:17 -0500
2024-07-16 08:14:29 -0500,2024-07-16 07:24:17 -0500,2024-07-16 07:27:47 -0500
2024-07-16 08:14:29 -0500,2024-07-16 07:24:17 -0500,2024-07-16 07:27:47 -0500
2024-07-17 06:55:00 -0500,2024-07-16 21:36:55 -0500,2024-07-16 22:14:40 -0500
2024-07-17 06:55:00 -0500,2024-07-16 22:14:40 -0500,2024-07-16 22:14:41 -0500
2024-07-17 06:55:00 -0500,2024-07-16 22:14:41 -0500,2024-07-17 05:31:07 -0500
2024-07-17 06:55:00 -0500,2024-07-17 05:31:49 -0500,2024-07-17 06:10:28 -0500
2024-07-17 06:55:00 -0500,2024-07-17 06:11:28 -0500,2024-07-17 06:55:00 -0500
2024-07-18 06:55:00 -0500,2024-07-17 22:20:43 -0500,2024-07-18 05:15:33 -0500
2024-07-18 06:55:00 -0500,2024-07-18 05:16:34 -0500,2024-07-18 06:42:01 -0500
2024-07-18 06:55:00 -0500,2024-07-18 06:42:34 -0500,2024-07-18 06:42:47 -0500
2024-07-18 06:55:00 -0500,2024-07-18 06:46:11 -0500,2024-07-18 06:49:21 -0500
2024-07-18 06:55:00 -0500,2024-07-18 06:49:37 -0500,2024-07-18 06:49:38 -0500
2024-07-19 06:55:00 -0500,2024-07-18 21:26:16 -0500,2024-07-18 21:26:17 -0500
2024-07-19 06:55:00 -0500,2024-07-18 21:43:49 -0500,2024-07-18 21:53:05 -0500
2024-07-19 06:55:00 -0500,2024-07-18 21:53:07 -0500,2024-07-18 21:53:08 -0500
2024-07-19 06:55:00 -0500,2024-07-18 21:53:28 -0500,2024-07-19 06:55:00 -0500
2024-07-20 06:55:00 -0500,2024-07-19 21:27:13 -0500,2024-07-19 21:27:14 -0500
2024-07-20 06:55:00 -0500,2024-07-19 21:30:28 -0500,2024-07-19 21:30:29 -0500
2024-07-20 06:55:00 -0500,2024-07-19 21:50:29 -0500,2024-07-19 21:50:30 -0500
2024-07-20 06:55:00 -0500,2024-07-19 21:51:11 -0500,2024-07-19 21:53:29 -0500
2024-07-20 06:55:00 -0500,2024-07-19 22:02:17 -0500,2024-07-19 22:02:18 -0500
2024-07-20 06:55:00 -0500,2024-07-19 22:18:00 -0500,2024-07-19 22:18:01 -0500
2024-07-20 06:55:00 -0500,2024-07-19 22:20:02 -0500,2024-07-19 22:20:04 -0500
2024-07-20 06:55:00 -0500,2024-07-19 22:21:04 -0500,2024-07-19 22:21:06 -0500
2024-07-20 06:55:00 -0500,2024-07-19 22:21:40 -0500,2024-07-19 22:21:41 -0500
2024-07-20 06:55:00 -0500,2024-07-19 22:21:53 -0500,2024-07-19 22:21:54 -0500
2024-07-20 06:55:00 -0500,2024-07-19 22:24:14 -0500,2024-07-19 22:24:15 -0500
2024-07-20 06:55:00 -0500,2024-07-19 22:26:50 -0500,2024-07-19 22:26:51 -0500
2024-07-20 06:55:00 -0500,2024-07-19 22:32:03 -0500,2024-07-19 22:32:04 -0500
2024-07-20 06:55:00 -0500,2024-07-19 22:33:03 -0500,2024-07-19 22:33:04 -0500
2024-07-20 06:55:00 -0500,2024-07-19 22:33:17 -0500,2024-07-19 22:33:18 -0500
2024-07-20 06:55:00 -0500,2024-07-19 22:34:18 -0500,2024-07-19 22:37:15 -0500
2024-07-20 06:55:00 -0500,2024-07-19 22:58:19 -0500,2024-07-19 22:58:23 -0500
2024-07-20 06:55:00 -0500,2024-07-19 23:00:07 -0500,2024-07-19 23:00:08 -0500
2024-07-20 06:55:00 -0500,2024-07-19 23:00:56 -0500,2024-07-19 23:00:57 -0500
2024-07-20 06:55:00 -0500,2024-07-19 23:01:26 -0500,2024-07-19 23:01:27 -0500
2024-07-20 06:55:00 -0500,2024-07-19 23:09:51 -0500,2024-07-19 23:09:52 -0500
2024-07-20 06:55:00 -0500,2024-07-19 23:24:26 -0500,2024-07-19 23:24:27 -0500
2024-07-20 06:55:00 -0500,2024-07-19 23:24:29 -0500,2024-07-19 23:25:11 -0500
2024-07-20 06:55:00 -0500,2024-07-19 23:30:22 -0500,2024-07-19 23:31:11 -0500
2024-07-20 06:55:00 -0500,2024-07-19 23:39:15 -0500,2024-07-19 23:43:31 -0500
2024-07-20 06:55:00 -0500,2024-07-19 23:43:33 -0500,2024-07-19 23:43:34 -0500
2024-07-20 06:55:00 -0500,2024-07-19 23:45:32 -0500,2024-07-19 23:45:38 -0500
